Hi.	สวัสดี
He asked me what my name was.	เขาถามฉันว่าฉันชื่อฉันคืออะไร
He came home late last night.	เมื่อคืนนี้เขากลับบ้านสาย
He decided to become a pilot.	เขาตัดสินใจที่จะเป็นนักบิน
He didn't answer my question.	เขาไม่ได้ตอบคำถามของฉัน
He refused to take the bribe.	เขาปฏิเสธที่จะรับสินบน
His house is near the subway.	บ้านของเขาอยู่ใกล้รถไฟใต้ดิน
How far is it to the airport?	สนามบินอยู่ไกลแค่ไหน?
How is your job search going?	หางานเป็นไงบ้าง?
How many flowers did you buy?	คุณซื้อดอกไม้กี่ดอก?
I brush my teeth twice a day.	ฉันแปลงฟันวันละสองครั้ง
I brush my teeth twice a day.	ฉันแปลงฟันสองครั้งต่อวัน
I don't know if there's time.	ฉันไม่รู้ว่ามีเวลาหรือเปล่า
I don't understand this word.	ฉันไม่เข้าใจคำนี้
I don't want to go to school.	ฉันไม่อยากไปโรงเรียน
I have a lot of things to do.	ฉันมีหลายสิ่งที่ต้องทำ
I have no time to read books.	ฉันไม่มีเวลาอ่านหนังสือ
I missed my bus this morning.	ฉันตกรถเมล์เมื่อเช้านี้
I missed my bus this morning.	ฉันขึ้นรถเมล์ไม่ทันเมื่อเช้านี้
I ordered a book from London.	ฉันสั่งหนังสือจากลอนดอน
I seem to have caught a cold.	ดูเหมือนว่าฉันติดหวัดแล้ว
I slept very well last night.	ฉันนอนหลับดีมากเมื่อคืน
I slept very well last night.	เมื่อคืนฉันนอนหลับดีมาก
I study from eight to eleven.	ฉันเรียนตั้งแต่แปดโมงถึงสิบเอ็ดโมง
I thought you were my friend.	ฉันคิดว่าคุณเป็นเพื่อนของฉัน
I want to travel to the moon.	ฉันอยากเดินทางไปดวงจันทร์
I would like a cup of coffee.	ฉันต้องการกาแฟหนึ่งแก้ว
I'd like to be a millionaire.	ฉันอยากเป็นเศรษฐี
I'll attend the next meeting.	ฉันจะเข้าร่วมการประชุมครั้งต่อไป
I'm doing this for my family.	ฉันทำสิ่งนี้เพื่อครอบครัวของฉัน
I'm sorry, I can't stay long.	ฉันขอโทษฉันอยู่นานไม่ได้
Mary likes both Tom and John.	แมรี่ชอบทั้งทอมและจอห์น
Mary was like a sister to me.	แมรี่เป็นเหมือนน้องสาวของผม
May I borrow your dictionary?	ฉันขอยืมพจนานุกรมของคุณได้ไหม?
My brother is still sleeping.	พี่ชายของฉันยังนอนอยู่?
My father is fifty years old.	พ่อของฉันมีอายุห้าสิบปี
One language is never enough.	ภาษาเดียวไม่เคยพอ
Please give me a cup of milk.	กรุณาให้นมฉันหนึ่งถ้วย
Please give me a cup of milk.	กรุณาให้นมหนึ่งถ้วยกับฉัน
Please read page ninety-four.	โปรดอ่านหน้าเก้าสิบสี่
Please turn in your homework.	กรุณาส่งการบ้านของคุณ
Shall we watch the movie now?	พวกเราจะดูหนังตอนนี้เลยมั้ย?
She saw a tall man yesterday.	เธอเห็นชายร่างสูงเมื่อวานนี้
Some of these apples are bad.	แอปเปิ้ลบางลูกไม่ดี
That's because you're a girl.	นั่นเป็นเพราะว่าคุณเป็นผู้หญิง
The bucket was full of water.	ถังเต็มไปด้วยน้ำ
